N_IDE;Elev_pob;Estrato;qvar;All_E;se1;se2;se3;se4;se5;se6;se7;se8;se9;se10;se11;se12;SCALE;SCAWEI;CALWEI;G_WEIG
390.160.300.125;261,321040084;6;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;261,32;271,91;1,04
390.160.300.127;261,321040084;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;261,32;295,89;1,13
390.160.300.129;261,321040084;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;261,32;280,90;1,07
390.160.300.130;261,321040084;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;261,32;360,77;1,38
390.160.300.131;261,321040084;6;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;261,32;310,44;1,19
390.160.300.133;261,321040084;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;261,32;213,49;0,82
390.160.300.134;261,321040084;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;261,32;360,77;1,38
390.160.300.136;261,321040084;6;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;261,32;310,44;1,19
390.160.300.137;261,321040084;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;261,32;295,89;1,13
390.160.300.138;261,321040084;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;261,32;277,80;1,06
390.200.100.302;322,360822636;6;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,36;335,42;1,04
390.200.100.303;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,36;263,36;0,82
390.200.100.307;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;322,36;346,51;1,07
390.200.100.308;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;322,36;342,69;1,06
390.200.100.309;322,360822636;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,36;365,01;1,13
390.200.100.310;322,360822636;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,36;350,95;1,09
390.200.100.311;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,36;263,36;0,82
390.200.100.312;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;322,36;445,04;1,38
390.200.100.316;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;322,36;346,51;1,07
390.200.100.318;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;322,36;144,19;0,45
390.200.100.320;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,36;263,36;0,82
390.200.100.326;322,360822636;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,36;365,01;1,13
390.200.100.327;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;322,36;144,19;0,45
390.200.100.329;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;322,36;342,69;1,06
390.200.100.333;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;322,36;144,19;0,45
390.200.100.336;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;322,36;266,70;0,83
390.200.100.338;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;322,36;342,69;1,06
390.200.100.339;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;322,36;346,51;1,07
390.200.100.342;322,360822636;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;322,36;365,01;1,13
390.200.100.346;322,360822636;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;322,36;266,78;0,83
390.200.200.703;301,306520828;6;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;301,31;257,21;0,85
390.200.200.704;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;301,31;246,16;0,82
390.200.200.706;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;301,31;323,88;1,07
390.200.200.707;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;301,31;357,94;1,19
390.200.200.709;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;301,31;320,31;1,06
390.200.200.710;301,306520828;6;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;301,31;257,21;0,85
390.200.200.713;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;301,31;249,36;0,83
390.200.200.714;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;301,31;415,98;1,38
390.200.200.717;301,306520828;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;301,31;328,03;1,09
390.200.200.722;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;301,31;323,88;1,07
390.200.200.723;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;301,31;415,98;1,38
390.200.200.724;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;301,31;249,36;0,83
390.200.200.726;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;301,31;249,36;0,83
390.200.200.729;301,306520828;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;301,31;328,03;1,09
390.200.200.730;301,306520828;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;301,31;328,03;1,09
390.200.200.731;301,306520828;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;301,31;341,17;1,13
390.200.200.733;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;301,31;246,16;0,82
390.200.200.734;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;301,31;415,98;1,38
390.200.200.735;301,306520828;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;301,31;341,17;1,13
390.200.200.737;301,306520828;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;301,31;249,36;0,83
390.200.201.205;285,383099293;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,38;310,69;1,09
390.200.201.206;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;285,38;127,65;0,45
390.200.201.210;285,383099293;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,38;310,69;1,09
390.200.201.212;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,38;233,15;0,82
390.200.201.213;285,383099293;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,38;310,69;1,09
390.200.201.216;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;285,38;236,18;0,83
390.200.201.217;285,383099293;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,38;310,69;1,09
390.200.201.218;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;285,38;236,11;0,83
390.200.201.219;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,38;233,15;0,82
390.200.201.222;285,383099293;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,38;310,69;1,09
390.200.201.223;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,38;339,02;1,19
390.200.201.225;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;285,38;303,38;1,06
390.200.201.229;285,383099293;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,38;323,14;1,13
390.200.201.231;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;285,38;236,18;0,83
390.200.201.233;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;285,38;303,38;1,06
390.200.201.235;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;285,38;303,38;1,06
390.200.201.238;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;285,38;236,18;0,83
390.200.201.240;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;285,38;303,38;1,06
390.200.201.243;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;285,38;236,11;0,83
390.200.201.248;285,383099293;6;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,38;339,02;1,19
390.520.100.210;262,205674614;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;285,46;1,09
390.520.100.211;262,205674614;6;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;272,83;1,04
390.520.100.212;262,205674614;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;296,89;1,13
390.520.100.217;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;262,21;281,85;1,07
390.520.100.218;262,205674614;6;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;272,83;1,04
390.520.100.219;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;262,21;361,99;1,38
390.520.100.220;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;262,21;217,00;0,83
390.520.100.221;262,205674614;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;285,46;1,09
390.520.100.225;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;262,21;217,00;0,83
390.520.100.227;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;214,22;0,82
390.520.100.228;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;214,22;0,82
390.520.100.229;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;262,21;216,93;0,83
390.520.100.231;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;262,21;216,93;0,83
390.520.100.232;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;262,21;216,93;0,83
390.520.100.233;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;262,21;216,93;0,83
390.520.100.234;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;311,49;1,19
390.520.100.236;262,205674614;6;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;272,83;1,04
390.520.100.237;262,205674614;6;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;311,49;1,19
390.520.100.238;262,205674614;6;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;272,83;1,04
390.520.100.240;262,205674614;6;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,21;272,83;1,04
390.520.100.501;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;298,12;316,92;1,06
390.520.100.504;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;298,12;411,58;1,38
390.520.100.505;298,121836521;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;298,12;324,56;1,09
390.520.100.507;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;298,12;243,56;0,82
390.520.100.509;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;298,12;411,58;1,38
390.520.100.510;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;298,12;354,16;1,19
390.520.100.511;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;298,12;246,65;0,83
390.520.100.515;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;298,12;243,56;0,82
390.520.100.516;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;298,12;246,72;0,83
390.520.100.517;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;298,12;411,58;1,38
390.520.100.522;298,121836521;6;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;298,12;310,20;1,04
390.520.100.523;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;298,12;246,72;0,83
390.520.100.524;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;298,12;316,92;1,06
390.520.100.527;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;298,12;246,65;0,83
390.520.100.529;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;298,12;316,92;1,06
390.520.100.532;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;298,12;246,65;0,83
390.520.100.533;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;298,12;246,72;0,83
390.520.100.535;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;298,12;320,45;1,07
390.520.100.537;298,121836521;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;298,12;324,56;1,09
390.520.100.539;298,121836521;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;298,12;246,72;0,83
390.520.100.704;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,38;214,36;0,82
390.520.100.705;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,38;311,70;1,19
390.520.100.706;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;262,38;217,14;0,83
390.520.100.708;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;262,38;362,24;1,38
390.520.100.711;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;262,38;217,08;0,83
390.520.100.713;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;262,38;217,14;0,83
390.520.100.714;262,382601520;6;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,38;273,01;1,04
390.520.100.715;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;262,38;217,14;0,83
390.520.100.716;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,38;311,70;1,19
390.520.100.717;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;262,38;217,08;0,83
390.520.100.719;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;262,38;217,14;0,83
390.520.100.722;262,382601520;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,38;285,65;1,09
390.520.100.723;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;262,38;217,08;0,83
390.520.100.725;262,382601520;6;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,38;273,01;1,04
390.520.100.730;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;262,38;217,08;0,83
390.520.100.731;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;262,38;217,14;0,83
390.520.100.732;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,38;311,70;1,19
390.520.100.735;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;262,38;278,93;1,06
390.520.100.738;262,382601520;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;262,38;278,93;1,06
390.520.100.758;262,382601520;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;262,38;285,65;1,09
390.520.200.403;273,705923500;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;309,92;1,13
390.520.200.406;273,705923500;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;297,98;1,09
390.520.200.407;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;273,71;290,97;1,06
390.520.200.408;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;122,43;0,45
390.520.200.409;273,705923500;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;309,92;1,13
390.520.200.410;273,705923500;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;297,98;1,09
390.520.200.414;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;273,71;226,45;0,83
390.520.200.416;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;223,61;0,82
390.520.200.418;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;273,71;294,21;1,07
390.520.200.423;273,705923500;6;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;233,65;0,85
390.520.200.424;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;122,43;0,45
390.520.200.425;273,705923500;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;309,92;1,13
390.520.200.428;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;223,61;0,82
390.520.200.429;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;273,71;294,21;1,07
390.520.200.430;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;273,71;226,51;0,83
390.520.200.433;273,705923500;6;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;297,98;1,09
390.520.200.434;273,705923500;6;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;309,92;1,13
390.520.200.436;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;273,71;226,51;0,83
390.520.200.439;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;273,71;377,87;1,38
390.520.200.460;273,705923500;6;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;273,71;223,61;0,82
390.870.100.106;204,543547120;7;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;204,54;133,50;0,65
390.870.100.108;204,543547120;7;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;204,54;244,96;1,20
390.870.100.111;204,543547120;7;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;204,54;232,90;1,14
390.870.100.116;204,543547120;7;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;204,54;216,22;1,06
390.870.100.119;204,543547120;7;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;204,54;133,50;0,65
390.870.100.121;204,543547120;7;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;204,54;133,50;0,65
390.870.100.126;204,543547120;7;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;204,54;244,96;1,20
390.870.100.127;204,543547120;7;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;204,54;106,21;0,52
390.870.100.128;204,543547120;7;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;204,54;181,93;0,89
390.870.100.129;204,543547120;7;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;204,54;244,96;1,20
390.870.100.133;204,543547120;7;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;204,54;244,96;1,20
