N_IDE;Estrato;qvar;Elev_pob;se;se2;;;;;;
390230100438;4;1.00;256.351029570;12;124;;;;;;
390400100208;4;1.00;241.494681370;12;124;;;;;;
390400100219;4;1.00;241.494681370;12;124;;;;;;
390540100222;4;1.00;270.733238997;12;124;;;;;;
390740100502;4;1.00;294.124085098;12;124;;;;;;
390740100526;4;1.00;294.124085098;12;124;;;;;;
390850200123;4;1.00;265.517712501;12;124;;;;;;
390850200133;4;1.00;265.517712501;12;124;;;;;;
390230100125;4;1.00;289.382697375;13;134;;;;;;
390230100129;4;1.00;289.382697375;13;134;;;;;;
390230100130;4;1.00;289.382697375;13;134;;;;;;
390230100403;4;1.00;256.351029570;13;134;;;;;;
390400100102;4;1.00;253.190104421;13;134;;;;;;
390400100112;4;1.00;253.190104421;13;134;;;;;;
390400100123;4;1.00;253.190104421;13;134;;;;;;
390400100232;4;1.00;241.494681370;13;134;;;;;;
390420100106;4;1.00;292.701668781;13;134;;;;;;
390420100110;4;1.00;292.701668781;13;134;;;;;;
390420100131;4;1.00;292.701668781;13;134;;;;;;
390420100140;4;1.00;292.701668781;13;134;;;;;;
390420100306;4;1.00;295.704547672;13;134;;;;;;
390420100310;4;1.00;295.704547672;13;134;;;;;;
390420100331;4;1.00;295.704547672;13;134;;;;;;
390540100103;4;1.00;286.537864741;13;134;;;;;;
390540100118;4;1.00;286.537864741;13;134;;;;;;
390540100127;4;1.00;286.537864741;13;134;;;;;;
390540100136;4;1.00;286.537864741;13;134;;;;;;
390540100206;4;1.00;270.733238997;13;134;;;;;;
390540100212;4;1.00;270.733238997;13;134;;;;;;
390540100217;4;1.00;270.733238997;13;134;;;;;;
390540100220;4;1.00;270.733238997;13;134;;;;;;
390600200112;4;1.00;251.451595589;13;134;;;;;;
390600200142;4;1.00;251.451595589;13;134;;;;;;
390600200208;4;1.00;241.810773885;13;134;;;;;;
390600200212;4;1.00;241.810773885;13;134;;;;;;
390600200232;4;1.00;241.810773885;13;134;;;;;;
390740100508;4;1.00;294.124085098;13;134;;;;;;
390740100515;4;1.00;294.124085098;13;134;;;;;;
390740100527;4;1.00;294.124085098;13;134;;;;;;
390850200154;4;1.00;265.517712501;13;134;;;;;;
390230100123;4;1.00;289.382697375;14;144;;;;;;
390230100126;4;1.00;289.382697375;14;144;;;;;;
390230100429;4;1.00;256.351029570;14;144;;;;;;
390230100441;4;1.00;256.351029570;14;144;;;;;;
390400100118;4;1.00;253.190104421;14;144;;;;;;
390400100129;4;1.00;253.190104421;14;144;;;;;;
390400100135;4;1.00;253.190104421;14;144;;;;;;
390400100207;4;1.00;241.494681370;14;144;;;;;;
390420100121;4;1.00;292.701668781;14;144;;;;;;
390420100314;4;1.00;295.704547672;14;144;;;;;;
390420100323;4;1.00;295.704547672;14;144;;;;;;
390540100109;4;1.00;286.537864741;14;144;;;;;;
390540100128;4;1.00;286.537864741;14;144;;;;;;
390540100130;4;1.00;286.537864741;14;144;;;;;;
390540100132;4;1.00;286.537864741;14;144;;;;;;
390540100202;4;1.00;270.733238997;14;144;;;;;;
390540100227;4;1.00;270.733238997;14;144;;;;;;
390540100230;4;1.00;270.733238997;14;144;;;;;;
390600200125;4;1.00;251.451595589;14;144;;;;;;
390600200127;4;1.00;251.451595589;14;144;;;;;;
390600200219;4;1.00;241.810773885;14;144;;;;;;
390600200238;4;1.00;241.810773885;14;144;;;;;;
390230100106;4;1.00;289.382697375;15;154;;;;;;
390230100109;4;1.00;289.382697375;15;154;;;;;;
390230100139;4;1.00;289.382697375;15;154;;;;;;
390400100136;4;1.00;253.190104421;15;154;;;;;;
390400100204;4;1.00;241.494681370;15;154;;;;;;
390400100218;4;1.00;241.494681370;15;154;;;;;;
390400100225;4;1.00;241.494681370;15;154;;;;;;
390420100322;4;1.00;295.704547672;15;154;;;;;;
390540100101;4;1.00;286.537864741;15;154;;;;;;
390540100123;4;1.00;286.537864741;15;154;;;;;;
390600200110;4;1.00;251.451595589;15;154;;;;;;
390600200215;4;1.00;241.810773885;15;154;;;;;;
390600200224;4;1.00;241.810773885;15;154;;;;;;
390600200226;4;1.00;241.810773885;15;154;;;;;;
390740100534;4;1.00;294.124085098;15;154;;;;;;
390850200159;4;1.00;265.517712501;15;154;;;;;;
390400100126;4;1.00;253.190104421;16;164;;;;;;
390400100221;4;1.00;241.494681370;16;164;;;;;;
390400100229;4;1.00;241.494681370;16;164;;;;;;
390420100113;4;1.00;292.701668781;16;164;;;;;;
390420100135;4;1.00;292.701668781;16;164;;;;;;
390540100111;4;1.00;286.537864741;16;164;;;;;;
390540100119;4;1.00;286.537864741;16;164;;;;;;
390540100145;4;1.00;286.537864741;16;164;;;;;;
390600200116;4;1.00;251.451595589;16;164;;;;;;
390600200117;4;1.00;251.451595589;16;164;;;;;;
390600200120;4;1.00;251.451595589;16;164;;;;;;
390600200236;4;1.00;241.810773885;16;164;;;;;;
390740100538;4;1.00;294.124085098;16;164;;;;;;
390740100557;4;1.00;294.124085098;16;164;;;;;;
390850200118;4;1.00;265.517712501;16;164;;;;;;
390230100118;4;1.00;289.382697375;21;214;;;;;;
390230100424;4;1.00;256.351029570;21;214;;;;;;
390230100450;4;1.00;256.351029570;21;214;;;;;;
390400100245;4;1.00;241.494681370;21;214;;;;;;
390420100109;4;1.00;292.701668781;21;214;;;;;;
390420100120;4;1.00;292.701668781;21;214;;;;;;
390420100302;4;1.00;295.704547672;21;214;;;;;;
390420100303;4;1.00;295.704547672;21;214;;;;;;
390420100318;4;1.00;295.704547672;21;214;;;;;;
390420100338;4;1.00;295.704547672;21;214;;;;;;
390540100122;4;1.00;286.537864741;21;214;;;;;;
390600200105;4;1.00;251.451595589;21;214;;;;;;
390600200130;4;1.00;251.451595589;21;214;;;;;;
390600200138;4;1.00;251.451595589;21;214;;;;;;
390230100412;4;1.00;256.351029570;22;224;;;;;;
390230100421;4;1.00;256.351029570;22;224;;;;;;
390230100436;4;1.00;256.351029570;22;224;;;;;;
390400100108;4;1.00;253.190104421;22;224;;;;;;
390400100137;4;1.00;253.190104421;22;224;;;;;;
390400100233;4;1.00;241.494681370;22;224;;;;;;
390420100324;4;1.00;295.704547672;22;224;;;;;;
390540100140;4;1.00;286.537864741;22;224;;;;;;
390600200205;4;1.00;241.810773885;22;224;;;;;;
390850200104;4;1.00;265.517712501;22;224;;;;;;
390230100414;4;1.00;256.351029570;23;234;;;;;;
390230100431;4;1.00;256.351029570;23;234;;;;;;
390230100434;4;1.00;256.351029570;23;234;;;;;;
390230100439;4;1.00;256.351029570;23;234;;;;;;
390400100113;4;1.00;253.190104421;23;234;;;;;;
390400100211;4;1.00;241.494681370;23;234;;;;;;
390400100249;4;1.00;241.494681370;23;234;;;;;;
390420100104;4;1.00;292.701668781;23;234;;;;;;
390420100115;4;1.00;292.701668781;23;234;;;;;;
390420100119;4;1.00;292.701668781;23;234;;;;;;
390420100139;4;1.00;292.701668781;23;234;;;;;;
390420100319;4;1.00;295.704547672;23;234;;;;;;
390420100333;4;1.00;295.704547672;23;234;;;;;;
390540100143;4;1.00;286.537864741;23;234;;;;;;
390540100205;4;1.00;270.733238997;23;234;;;;;;
390540100207;4;1.00;270.733238997;23;234;;;;;;
390540100234;4;1.00;270.733238997;23;234;;;;;;
390600200119;4;1.00;251.451595589;23;234;;;;;;
390600200203;4;1.00;241.810773885;23;234;;;;;;
390600200207;4;1.00;241.810773885;23;234;;;;;;
390600200211;4;1.00;241.810773885;23;234;;;;;;
390600200230;4;1.00;241.810773885;23;234;;;;;;
390600200231;4;1.00;241.810773885;23;234;;;;;;
390740100501;4;1.00;294.124085098;23;234;;;;;;
390740100519;4;1.00;294.124085098;23;234;;;;;;
390740100520;4;1.00;294.124085098;23;234;;;;;;
390740100530;4;1.00;294.124085098;23;234;;;;;;
390740100531;4;1.00;294.124085098;23;234;;;;;;
390740100533;4;1.00;294.124085098;23;234;;;;;;
390850200105;4;1.00;265.517712501;23;234;;;;;;
390850200131;4;1.00;265.517712501;23;234;;;;;;
390850200134;4;1.00;265.517712501;23;234;;;;;;
390850200144;4;1.00;265.517712501;23;234;;;;;;
390230100108;4;1.00;289.382697375;24;244;;;;;;
390230100111;4;1.00;289.382697375;24;244;;;;;;
390230100133;4;1.00;289.382697375;24;244;;;;;;
390230100145;4;1.00;289.382697375;24;244;;;;;;
390230100152;4;1.00;289.382697375;24;244;;;;;;
390230100427;4;1.00;256.351029570;24;244;;;;;;
390400100103;4;1.00;253.190104421;24;244;;;;;;
390400100132;4;1.00;253.190104421;24;244;;;;;;
390400100216;4;1.00;241.494681370;24;244;;;;;;
390400100254;4;1.00;241.494681370;24;244;;;;;;
390420100107;4;1.00;292.701668781;24;244;;;;;;
390420100114;4;1.00;292.701668781;24;244;;;;;;
390420100123;4;1.00;292.701668781;24;244;;;;;;
390540100209;4;1.00;270.733238997;24;244;;;;;;
390600200107;4;1.00;251.451595589;24;244;;;;;;
390600200118;4;1.00;251.451595589;24;244;;;;;;
390600200214;4;1.00;241.810773885;24;244;;;;;;
390600200222;4;1.00;241.810773885;24;244;;;;;;
390740100512;4;1.00;294.124085098;24;244;;;;;;
390740100524;4;1.00;294.124085098;24;244;;;;;;
390740100548;4;1.00;294.124085098;24;244;;;;;;
390850200108;4;1.00;265.517712501;24;244;;;;;;
390850200111;4;1.00;265.517712501;24;244;;;;;;
390850200116;4;1.00;265.517712501;24;244;;;;;;
390850200125;4;1.00;265.517712501;24;244;;;;;;
390230100104;4;1.00;289.382697375;25;254;;;;;;
390230100122;4;1.00;289.382697375;25;254;;;;;;
390230100124;4;1.00;289.382697375;25;254;;;;;;
390230100131;4;1.00;289.382697375;25;254;;;;;;
390230100134;4;1.00;289.382697375;25;254;;;;;;
390230100411;4;1.00;256.351029570;25;254;;;;;;
390400100104;4;1.00;253.190104421;25;254;;;;;;
390400100106;4;1.00;253.190104421;25;254;;;;;;
390400100124;4;1.00;253.190104421;25;254;;;;;;
390400100131;4;1.00;253.190104421;25;254;;;;;;
390400100212;4;1.00;241.494681370;25;254;;;;;;
390420100103;4;1.00;292.701668781;25;254;;;;;;
390420100133;4;1.00;292.701668781;25;254;;;;;;
390420100134;4;1.00;292.701668781;25;254;;;;;;
390420100328;4;1.00;295.704547672;25;254;;;;;;
390420100337;4;1.00;295.704547672;25;254;;;;;;
390540100107;4;1.00;286.537864741;25;254;;;;;;
390540100204;4;1.00;270.733238997;25;254;;;;;;
390540100208;4;1.00;270.733238997;25;254;;;;;;
390540100213;4;1.00;270.733238997;25;254;;;;;;
390540100218;4;1.00;270.733238997;25;254;;;;;;
390540100221;4;1.00;270.733238997;25;254;;;;;;
390540100237;4;1.00;270.733238997;25;254;;;;;;
390600200101;4;1.00;251.451595589;25;254;;;;;;
390600200111;4;1.00;251.451595589;25;254;;;;;;
390600200123;4;1.00;251.451595589;25;254;;;;;;
390600200128;4;1.00;251.451595589;25;254;;;;;;
390600200229;4;1.00;241.810773885;25;254;;;;;;
390740100540;4;1.00;294.124085098;25;254;;;;;;
390850200103;4;1.00;265.517712501;25;254;;;;;;
390850200132;4;1.00;265.517712501;25;254;;;;;;
390850200147;4;1.00;265.517712501;25;254;;;;;;
390850200153;4;1.00;265.517712501;25;254;;;;;;
390230100102;4;1.00;289.382697375;26;264;;;;;;
390230100447;4;1.00;256.351029570;26;264;;;;;;
390230100455;4;1.00;256.351029570;26;264;;;;;;
390400100125;4;1.00;253.190104421;26;264;;;;;;
390400100148;4;1.00;253.190104421;26;264;;;;;;
390400100203;4;1.00;241.494681370;26;264;;;;;;
390400100230;4;1.00;241.494681370;26;264;;;;;;
390400100240;4;1.00;241.494681370;26;264;;;;;;
390420100136;4;1.00;292.701668781;26;264;;;;;;
390420100301;4;1.00;295.704547672;26;264;;;;;;
390420100305;4;1.00;295.704547672;26;264;;;;;;
390420100308;4;1.00;295.704547672;26;264;;;;;;
390420100340;4;1.00;295.704547672;26;264;;;;;;
390540100133;4;1.00;286.537864741;26;264;;;;;;
390540100134;4;1.00;286.537864741;26;264;;;;;;
390540100138;4;1.00;286.537864741;26;264;;;;;;
390540100214;4;1.00;270.733238997;26;264;;;;;;
390540100229;4;1.00;270.733238997;26;264;;;;;;
390600200104;4;1.00;251.451595589;26;264;;;;;;
390740100514;4;1.00;294.124085098;26;264;;;;;;
390740100518;4;1.00;294.124085098;26;264;;;;;;
390080100608;5;1.00;249.861935052;11;115;;;;;;
390080200124;5;1.00;260.272849012;11;115;;;;;;
390350300213;5;1.00;171.433049883;11;115;;;;;;
390350300215;5;1.00;171.433049883;11;115;;;;;;
390730100112;5;1.00;267.560488785;11;115;;;;;;
390730100155;5;1.00;267.560488785;11;115;;;;;;
390730100732;5;1.00;267.944048773;11;115;;;;;;
390790100357;5;1.00;256.455513894;11;115;;;;;;
390080100609;5;1.00;249.861935052;12;125;;;;;;
390080100625;5;1.00;249.861935052;12;125;;;;;;
390080100635;5;1.00;249.861935052;12;125;;;;;;
390080100636;5;1.00;249.861935052;12;125;;;;;;
390080200125;5;1.00;260.272849012;12;125;;;;;;
390730100102;5;1.00;267.560488785;12;125;;;;;;
390730100108;5;1.00;267.560488785;12;125;;;;;;
390730100304;5;1.00;276.798109267;12;125;;;;;;
390730100319;5;1.00;276.798109267;12;125;;;;;;
390730100331;5;1.00;276.798109267;12;125;;;;;;
390730100411;5;1.00;295.523838387;12;125;;;;;;
390730100436;5;1.00;295.523838387;12;125;;;;;;
390730100442;5;1.00;295.523838387;12;125;;;;;;
390730100525;5;1.00;236.972232053;12;125;;;;;;
390730100535;5;1.00;236.972232053;12;125;;;;;;
390790100214;5;1.00;285.606072983;12;125;;;;;;
390790100258;5;1.00;285.606072983;12;125;;;;;;
390080100602;5;1.00;249.861935052;13;135;;;;;;
390080100614;5;1.00;249.861935052;13;135;;;;;;
390080100617;5;1.00;249.861935052;13;135;;;;;;
390080100619;5;1.00;249.861935052;13;135;;;;;;
390080200126;5;1.00;260.272849012;13;135;;;;;;
390080200140;5;1.00;260.272849012;13;135;;;;;;
390350300237;5;1.00;171.433049883;13;135;;;;;;
390350300240;5;1.00;171.433049883;13;135;;;;;;
390730100127;5;1.00;267.560488785;13;135;;;;;;
390730100317;5;1.00;276.798109267;13;135;;;;;;
390730100323;5;1.00;276.798109267;13;135;;;;;;
390730100324;5;1.00;276.798109267;13;135;;;;;;
390730100409;5;1.00;295.523838387;13;135;;;;;;
390730100504;5;1.00;236.972232053;13;135;;;;;;
390730100531;5;1.00;236.972232053;13;135;;;;;;
390730100532;5;1.00;236.972232053;13;135;;;;;;
390730100534;5;1.00;236.972232053;13;135;;;;;;
390730100536;5;1.00;236.972232053;13;135;;;;;;
390730100539;5;1.00;236.972232053;13;135;;;;;;
390730100708;5;1.00;267.944048773;13;135;;;;;;
390730100721;5;1.00;267.944048773;13;135;;;;;;
390730100727;5;1.00;267.944048773;13;135;;;;;;
390790100219;5;1.00;285.606072983;13;135;;;;;;
390790100233;5;1.00;285.606072983;13;135;;;;;;
390790100322;5;1.00;256.455513894;13;135;;;;;;
390790100325;5;1.00;256.455513894;13;135;;;;;;
390790100331;5;1.00;256.455513894;13;135;;;;;;
390790100342;5;1.00;256.455513894;13;135;;;;;;
390790100352;5;1.00;256.455513894;13;135;;;;;;
390790100358;5;1.00;256.455513894;13;135;;;;;;
390080200137;5;1.00;260.272849012;14;145;;;;;;
390350300226;5;1.00;171.433049883;14;145;;;;;;
390730100115;5;1.00;267.560488785;14;145;;;;;;
390730100359;5;1.00;276.798109267;14;145;;;;;;
390730100405;5;1.00;295.523838387;14;145;;;;;;
390730100443;5;1.00;295.523838387;14;145;;;;;;
390730100453;5;1.00;295.523838387;14;145;;;;;;
390730100512;5;1.00;236.972232053;14;145;;;;;;
390730100514;5;1.00;236.972232053;14;145;;;;;;
390730100705;5;1.00;267.944048773;14;145;;;;;;
390730100754;5;1.00;267.944048773;14;145;;;;;;
390790100328;5;1.00;256.455513894;14;145;;;;;;
390080100604;5;1.00;249.861935052;15;155;;;;;;
390080100622;5;1.00;249.861935052;15;155;;;;;;
390080200139;5;1.00;260.272849012;15;155;;;;;;
390350300208;5;1.00;171.433049883;15;155;;;;;;
390350300225;5;1.00;171.433049883;15;155;;;;;;
390350300251;5;1.00;171.433049883;15;155;;;;;;
390730100104;5;1.00;267.560488785;15;155;;;;;;
390730100109;5;1.00;267.560488785;15;155;;;;;;
390730100134;5;1.00;267.560488785;15;155;;;;;;
390730100417;5;1.00;295.523838387;15;155;;;;;;
390730100421;5;1.00;295.523838387;15;155;;;;;;
390730100428;5;1.00;295.523838387;15;155;;;;;;
390730100438;5;1.00;295.523838387;15;155;;;;;;
390730100734;5;1.00;267.944048773;15;155;;;;;;
390730100740;5;1.00;267.944048773;15;155;;;;;;
390790100203;5;1.00;285.606072983;15;155;;;;;;
390790100205;5;1.00;285.606072983;15;155;;;;;;
390790100306;5;1.00;256.455513894;15;155;;;;;;
390080200111;5;1.00;260.272849012;16;165;;;;;;
390080200122;5;1.00;260.272849012;16;165;;;;;;
390080200129;5;1.00;260.272849012;16;165;;;;;;
390350300224;5;1.00;171.433049883;16;165;;;;;;
390350300231;5;1.00;171.433049883;16;165;;;;;;
390730100103;5;1.00;267.560488785;16;165;;;;;;
390730100132;5;1.00;267.560488785;16;165;;;;;;
390730100301;5;1.00;276.798109267;16;165;;;;;;
390730100336;5;1.00;276.798109267;16;165;;;;;;
390730100339;5;1.00;276.798109267;16;165;;;;;;
390730100407;5;1.00;295.523838387;16;165;;;;;;
390730100524;5;1.00;236.972232053;16;165;;;;;;
390730100540;5;1.00;236.972232053;16;165;;;;;;
390730100553;5;1.00;236.972232053;16;165;;;;;;
390730100715;5;1.00;267.944048773;16;165;;;;;;
390730100722;5;1.00;267.944048773;16;165;;;;;;
390730100741;5;1.00;267.944048773;16;165;;;;;;
390790100226;5;1.00;285.606072983;16;165;;;;;;
390790100239;5;1.00;285.606072983;16;165;;;;;;
390790100324;5;1.00;256.455513894;16;165;;;;;;
390790100354;5;1.00;256.455513894;16;165;;;;;;
390080100603;5;1.00;249.861935052;21;215;;;;;;
390730100422;5;1.00;295.523838387;21;215;;;;;;
390730100526;5;1.00;236.972232053;21;215;;;;;;
390730100728;5;1.00;267.944048773;21;215;;;;;;
390730100746;5;1.00;267.944048773;21;215;;;;;;
390790100237;5;1.00;285.606072983;21;215;;;;;;
390790100350;5;1.00;256.455513894;21;215;;;;;;
390080100610;5;1.00;249.861935052;22;225;;;;;;
390080100612;5;1.00;249.861935052;22;225;;;;;;
390080200108;5;1.00;260.272849012;22;225;;;;;;
390080200133;5;1.00;260.272849012;22;225;;;;;;
390350300230;5;1.00;171.433049883;22;225;;;;;;
390350300234;5;1.00;171.433049883;22;225;;;;;;
390730100116;5;1.00;267.560488785;22;225;;;;;;
390730100332;5;1.00;276.798109267;22;225;;;;;;
390730100425;5;1.00;295.523838387;22;225;;;;;;
390730100430;5;1.00;295.523838387;22;225;;;;;;
390730100739;5;1.00;267.944048773;22;225;;;;;;
390790100207;5;1.00;285.606072983;22;225;;;;;;
390790100218;5;1.00;285.606072983;22;225;;;;;;
390790100330;5;1.00;256.455513894;22;225;;;;;;
390080100631;5;1.00;249.861935052;23;235;;;;;;
390080100637;5;1.00;249.861935052;23;235;;;;;;
390080200116;5;1.00;260.272849012;23;235;;;;;;
390080200144;5;1.00;260.272849012;23;235;;;;;;
390350300203;5;1.00;171.433049883;23;235;;;;;;
390350300207;5;1.00;171.433049883;23;235;;;;;;
390730100129;5;1.00;267.560488785;23;235;;;;;;
390730100131;5;1.00;267.560488785;23;235;;;;;;
390730100360;5;1.00;276.798109267;23;235;;;;;;
390730100424;5;1.00;295.523838387;23;235;;;;;;
390730100503;5;1.00;236.972232053;23;235;;;;;;
390730100510;5;1.00;236.972232053;23;235;;;;;;
390730100516;5;1.00;236.972232053;23;235;;;;;;
390730100523;5;1.00;236.972232053;23;235;;;;;;
390730100528;5;1.00;236.972232053;23;235;;;;;;
390730100720;5;1.00;267.944048773;23;235;;;;;;
390790100217;5;1.00;285.606072983;23;235;;;;;;
390790100321;5;1.00;256.455513894;23;235;;;;;;
390790100337;5;1.00;256.455513894;23;235;;;;;;
390080100607;5;1.00;249.861935052;24;245;;;;;;
390080200112;5;1.00;260.272849012;24;245;;;;;;
390080200121;5;1.00;260.272849012;24;245;;;;;;
390350300206;5;1.00;171.433049883;24;245;;;;;;
390350300238;5;1.00;171.433049883;24;245;;;;;;
390730100136;5;1.00;267.560488785;24;245;;;;;;
390730100147;5;1.00;267.560488785;24;245;;;;;;
390730100159;5;1.00;267.560488785;24;245;;;;;;
390730100315;5;1.00;276.798109267;24;245;;;;;;
390730100333;5;1.00;276.798109267;24;245;;;;;;
390730100340;5;1.00;276.798109267;24;245;;;;;;
390730100440;5;1.00;295.523838387;24;245;;;;;;
390730100519;5;1.00;236.972232053;24;245;;;;;;
390730100737;5;1.00;267.944048773;24;245;;;;;;
390790100204;5;1.00;285.606072983;24;245;;;;;;
390790100209;5;1.00;285.606072983;24;245;;;;;;
390790100235;5;1.00;285.606072983;24;245;;;;;;
390790100249;5;1.00;285.606072983;24;245;;;;;;
390790100319;5;1.00;256.455513894;24;245;;;;;;
390790100338;5;1.00;256.455513894;24;245;;;;;;
390790100346;5;1.00;256.455513894;24;245;;;;;;
390080100615;5;1.00;249.861935052;25;255;;;;;;
390080100628;5;1.00;249.861935052;25;255;;;;;;
390080200114;5;1.00;260.272849012;25;255;;;;;;
390080200128;5;1.00;260.272849012;25;255;;;;;;
390080200143;5;1.00;260.272849012;25;255;;;;;;
390080200155;5;1.00;260.272849012;25;255;;;;;;
390350300211;5;1.00;171.433049883;25;255;;;;;;
390350300229;5;1.00;171.433049883;25;255;;;;;;
390350300232;5;1.00;171.433049883;25;255;;;;;;
390730100123;5;1.00;267.560488785;25;255;;;;;;
390730100154;5;1.00;267.560488785;25;255;;;;;;
390730100302;5;1.00;276.798109267;25;255;;;;;;
390730100322;5;1.00;276.798109267;25;255;;;;;;
390730100413;5;1.00;295.523838387;25;255;;;;;;
390730100723;5;1.00;267.944048773;25;255;;;;;;
390790100206;5;1.00;285.606072983;25;255;;;;;;
390790100215;5;1.00;285.606072983;25;255;;;;;;
390080100624;5;1.00;249.861935052;26;265;;;;;;
390080100629;5;1.00;249.861935052;26;265;;;;;;
390080200106;5;1.00;260.272849012;26;265;;;;;;
390080200107;5;1.00;260.272849012;26;265;;;;;;
390350300233;5;1.00;171.433049883;26;265;;;;;;
390730100135;5;1.00;267.560488785;26;265;;;;;;
390730100316;5;1.00;276.798109267;26;265;;;;;;
390730100326;5;1.00;276.798109267;26;265;;;;;;
390730100327;5;1.00;276.798109267;26;265;;;;;;
390730100357;5;1.00;276.798109267;26;265;;;;;;
390730100420;5;1.00;295.523838387;26;265;;;;;;
390730100522;5;1.00;236.972232053;26;265;;;;;;
390730100709;5;1.00;267.944048773;26;265;;;;;;
390730100735;5;1.00;267.944048773;26;265;;;;;;
390790100202;5;1.00;285.606072983;26;265;;;;;;
390790100225;5;1.00;285.606072983;26;265;;;;;;
390790100307;5;1.00;256.455513894;26;265;;;;;;
390790100355;5;1.00;256.455513894;26;265;;;;;;
390160100421;6;1.00;291.752467907;11;116;;;;;;
390160101405;6;1.00;259.905624836;11;116;;;;;;
390200200703;6;1.00;301.306520828;11;116;;;;;;
390200200710;6;1.00;301.306520828;11;116;;;;;;
390520200423;6;1.00;273.705923500;11;116;;;;;;
390160100205;6;1.00;264.151870579;12;126;;;;;;
390160100219;6;1.00;264.151870579;12;126;;;;;;
390160100432;6;1.00;291.752467907;12;126;;;;;;
390160100440;6;1.00;291.752467907;12;126;;;;;;
390160101421;6;1.00;259.905624836;12;126;;;;;;
390160300125;6;1.00;261.321040084;12;126;;;;;;
390200100302;6;1.00;322.360822636;12;126;;;;;;
390520100211;6;1.00;262.205674614;12;126;;;;;;
390520100218;6;1.00;262.205674614;12;126;;;;;;
390520100236;6;1.00;262.205674614;12;126;;;;;;
390520100238;6;1.00;262.205674614;12;126;;;;;;
390520100240;6;1.00;262.205674614;12;126;;;;;;
390520100522;6;1.00;298.121836521;12;126;;;;;;
390520100714;6;1.00;262.382601520;12;126;;;;;;
390520100725;6;1.00;262.382601520;12;126;;;;;;
390160100232;6;1.00;264.151870579;13;136;;;;;;
390160100408;6;1.00;291.752467907;13;136;;;;;;
390160100425;6;1.00;291.752467907;13;136;;;;;;
390160100522;6;1.00;294.052517684;13;136;;;;;;
390160101401;6;1.00;259.905624836;13;136;;;;;;
390160101403;6;1.00;259.905624836;13;136;;;;;;
390160101433;6;1.00;259.905624836;13;136;;;;;;
390160101436;6;1.00;259.905624836;13;136;;;;;;
390160300115;6;1.00;261.321040084;13;136;;;;;;
390200100310;6;1.00;322.360822636;13;136;;;;;;
390200200717;6;1.00;301.306520828;13;136;;;;;;
390200200729;6;1.00;301.306520828;13;136;;;;;;
390200200730;6;1.00;301.306520828;13;136;;;;;;
390200201205;6;1.00;285.383099293;13;136;;;;;;
390200201210;6;1.00;285.383099293;13;136;;;;;;
390200201213;6;1.00;285.383099293;13;136;;;;;;
390200201217;6;1.00;285.383099293;13;136;;;;;;
390200201222;6;1.00;285.383099293;13;136;;;;;;
390520100210;6;1.00;262.205674614;13;136;;;;;;
390520100221;6;1.00;262.205674614;13;136;;;;;;
390520100505;6;1.00;298.121836521;13;136;;;;;;
390520100537;6;1.00;298.121836521;13;136;;;;;;
390520100722;6;1.00;262.382601520;13;136;;;;;;
390520100758;6;1.00;262.382601520;13;136;;;;;;
390520200406;6;1.00;273.705923500;13;136;;;;;;
390520200410;6;1.00;273.705923500;13;136;;;;;;
390520200433;6;1.00;273.705923500;13;136;;;;;;
390160100201;6;1.00;264.151870579;14;146;;;;;;
390160100221;6;1.00;264.151870579;14;146;;;;;;
390160100228;6;1.00;264.151870579;14;146;;;;;;
390160100234;6;1.00;264.151870579;14;146;;;;;;
390160100236;6;1.00;264.151870579;14;146;;;;;;
390160100511;6;1.00;294.052517684;14;146;;;;;;
390160100513;6;1.00;294.052517684;14;146;;;;;;
390160100550;6;1.00;294.052517684;14;146;;;;;;
390160100556;6;1.00;294.052517684;14;146;;;;;;
390160101408;6;1.00;259.905624836;14;146;;;;;;
390160101414;6;1.00;259.905624836;14;146;;;;;;
390160101422;6;1.00;259.905624836;14;146;;;;;;
390160300127;6;1.00;261.321040084;14;146;;;;;;
390160300137;6;1.00;261.321040084;14;146;;;;;;
390200100309;6;1.00;322.360822636;14;146;;;;;;
390200100326;6;1.00;322.360822636;14;146;;;;;;
390200100342;6;1.00;322.360822636;14;146;;;;;;
390200200731;6;1.00;301.306520828;14;146;;;;;;
390200200735;6;1.00;301.306520828;14;146;;;;;;
390200201229;6;1.00;285.383099293;14;146;;;;;;
390520100212;6;1.00;262.205674614;14;146;;;;;;
390520200403;6;1.00;273.705923500;14;146;;;;;;
390520200409;6;1.00;273.705923500;14;146;;;;;;
390520200425;6;1.00;273.705923500;14;146;;;;;;
390520200434;6;1.00;273.705923500;14;146;;;;;;
390160100222;6;1.00;264.151870579;15;156;;;;;;
390160100230;6;1.00;264.151870579;15;156;;;;;;
390160100235;6;1.00;264.151870579;15;156;;;;;;
390160100407;6;1.00;291.752467907;15;156;;;;;;
390160100417;6;1.00;291.752467907;15;156;;;;;;
390160100443;6;1.00;291.752467907;15;156;;;;;;
390160100506;6;1.00;294.052517684;15;156;;;;;;
390160101438;6;1.00;259.905624836;15;156;;;;;;
390160300133;6;1.00;261.321040084;15;156;;;;;;
390200100303;6;1.00;322.360822636;15;156;;;;;;
390200100311;6;1.00;322.360822636;15;156;;;;;;
390200100320;6;1.00;322.360822636;15;156;;;;;;
390200200704;6;1.00;301.306520828;15;156;;;;;;
390200200733;6;1.00;301.306520828;15;156;;;;;;
